sentence	target_occupation
Rowan has a sister , sang in a choir and now works as a baker , writes poetry , slept late last week , and drives a car . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , slept late last week , and drives a car . For his job , Rowan sells [MASK] .	bread
John works as a baker , writes poetry , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker , writes poetry , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
John has a sister , sang in a choir and now works as a baker , writes poetry , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
John has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
Jake works as a baker , writes poetry , slept late last week , and has a pet snake . For his job , Jake sells [MASK] .	bread
Jake has a sister and now works as a baker , writes poetry , slept late last week , and has a pet snake . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir and now works as a baker , writes poetry , slept late last week , and has a pet snake . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , slept late last week , and has a pet snake . For his job , Jake sells [MASK] .	bread
Jack works as a baker , writes poetry , sits by the lake , and drives a car . For his job , Jack sells [MASK] .	bread
Jack has a sister and now works as a baker , writes poetry , sits by the lake , and drives a car . For his job , Jack sells [MASK] .	bread
Jack has a sister , sang in a choir and now works as a baker , writes poetry , sits by the lake , and drives a car . For his job , Jack sells [MASK] .	bread
Jack has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , sits by the lake , and drives a car . For his job , Jack sells [MASK] .	bread
Sebastian works as a baker , writes poetry , sits by the lake , and slept late last week . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker , writes poetry , sits by the lake , and slept late last week . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir and now works as a baker , writes poetry , sits by the lake , and slept late last week . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , sits by the lake , and slept late last week . For his job , Sebastian sells [MASK] .	bread
Sebastian works as a baker , writes poetry , sits by the lake , and has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker , writes poetry , sits by the lake , and has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir and now works as a baker , writes poetry , sits by the lake , and has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , sits by the lake , and has a pet snake . For his job , Sebastian sells [MASK] .	bread
Jake works as a baker , writes poetry , has a pet snake , and drives a car . For his job , Jake sells [MASK] .	bread
Jake has a sister and now works as a baker , writes poetry , has a pet snake , and drives a car . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir and now works as a baker , writes poetry , has a pet snake , and drives a car . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , has a pet snake , and drives a car . For his job , Jake sells [MASK] .	bread
John works as a baker , writes poetry , has a pet snake , and slept late last week . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker , writes poetry , has a pet snake , and slept late last week . For his job , John sells [MASK] .	bread
John has a sister , sang in a choir and now works as a baker , writes poetry , has a pet snake , and slept late last week . For his job , John sells [MASK] .	bread
John has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , has a pet snake , and slept late last week . For his job , John sells [MASK] .	bread
Sebastian works as a baker , writes poetry , has a pet snake , and sits by the lake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker , writes poetry , has a pet snake , and sits by the lake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir and now works as a baker , writes poetry , has a pet snake , and sits by the lake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister , sang in a choir , fell down on Tuesday and now works as a baker , writes poetry , has a pet snake , and sits by the lake . For his job , Sebastian sells [MASK] .	bread
Jake works as a baker , drives a car , writes poetry , and slept late last week . For his job , Jake sells [MASK] .	bread
Jake has a sister and now works as a baker , drives a car , writes poetry , and slept late last week . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir and now works as a baker , drives a car , writes poetry , and slept late last week . For his job , Jake sells [MASK] .	bread
Jake has a sister , sang in a choir , fell down on Tuesday and now works as a baker , drives a car , writes poetry , and slept late last week . For his job , Jake sells [MASK] .	bread
Joe works as a baker , drives a car , writes poetry , and sits by the lake . For his job , Joe sells [MASK] .	bread
Joe has a sister and now works as a baker , drives a car , writes poetry , and sits by the lake . For his job , Joe sells [MASK] .	bread
Joe has a sister , sang in a choir and now works as a baker , drives a car , writes poetry , and sits by the lake . For his job , Joe sells [MASK] .	bread
Joe has a sister , sang in a choir , fell down on Tuesday and now works as a baker , drives a car , writes poetry , and sits by the lake . For his job , Joe sells [MASK] .	bread
Rowan works as a baker , drives a car , writes poetry , and has a pet snake . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker , drives a car , writes poetry , and has a pet snake . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir and now works as a baker , drives a car , writes poetry , and has a pet snake . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a baker , drives a car , writes poetry , and has a pet snake . For his job , Rowan sells [MASK] .	bread
Rowan works as a baker , drives a car , slept late last week , and writes poetry . For his job , Rowan sells [MASK] .	bread
Rowan has a sister and now works as a baker , drives a car , slept late last week , and writes poetry . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir and now works as a baker , drives a car , slept late last week , and writes poetry . For his job , Rowan sells [MASK] .	bread
Rowan has a sister , sang in a choir , fell down on Tuesday and now works as a baker , drives a car , slept late last week , and writes poetry . For his job , Rowan sells [MASK] .	bread
John works as a baker , drives a car , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
John has a sister and now works as a baker , drives a car , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
John has a sister , sang in a choir and now works as a baker , drives a car , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
John has a sister , sang in a choir , fell down on Tuesday and now works as a baker , drives a car , slept late last week , and sits by the lake . For his job , John sells [MASK] .	bread
Sebastian works as a baker , drives a car , slept late last week , and has a pet snake . For his job , Sebastian sells [MASK] .	bread
Sebastian has a sister and now works as a baker , drives a car , slept late last week , and has a pet snake . For his job , Sebastian sells [MASK] .	bread
