context	ending	target_occupation	attractor_1	attractor_2	attractor_3
Rowan has a sister, played basketball, sang in a choir and now lives in China, Jake lives in Warsaw, Joe lives in Helsinki and John lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Santiago
Joe lives in China, Jack lives in Warsaw, John lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris
Joe has a sister and now lives in China, Jack lives in Warsaw, John lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris
Joe has a sister, played basketball and now lives in China, Jack lives in Warsaw, John lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris
Joe has a sister, played basketball, sang in a choir and now lives in China, Jack lives in Warsaw, John lives in Helsinki and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris
Jake lives in China, John lives in Warsaw, Jack lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta
Jake has a sister and now lives in China, John lives in Warsaw, Jack lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta
Jake has a sister, played basketball and now lives in China, John lives in Warsaw, Jack lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in China, John lives in Warsaw, Jack lives in Helsinki and Sebastian lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta
Jack lives in China, Rowan lives in Warsaw, Joe lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago
Jack has a sister and now lives in China, Rowan lives in Warsaw, Joe lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago
Jack has a sister, played basketball and now lives in China, Rowan lives in Warsaw, Joe lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Joe lives in Paris and John lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago
John lives in China, Joe lives in Warsaw, Jake lives in Paris and Jack lives in Helsinki.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Helsinki
John has a sister and now lives in China, Joe lives in Warsaw, Jake lives in Paris and Jack lives in Helsinki.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Helsinki
John has a sister, played basketball and now lives in China, Joe lives in Warsaw, Jake lives in Paris and Jack lives in Helsinki.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Helsinki
John has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Jake lives in Paris and Jack lives in Helsinki.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Helsinki
John lives in China, Jake lives in Warsaw, Daniel lives in Paris and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Jakarta
John has a sister and now lives in China, Jake lives in Warsaw, Daniel lives in Paris and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Jakarta
John has a sister, played basketball and now lives in China, Jake lives in Warsaw, Daniel lives in Paris and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Jakarta
John has a sister, played basketball, sang in a choir and now lives in China, Jake lives in Warsaw, Daniel lives in Paris and Rowan lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Jakarta
Daniel lives in China, Sebastian lives in Warsaw, Jack lives in Jakarta and John lives in Santiago.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago
Daniel has a sister and now lives in China, Sebastian lives in Warsaw, Jack lives in Jakarta and John lives in Santiago.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago
Daniel has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, Jack lives in Jakarta and John lives in Santiago.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago
Daniel has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, Jack lives in Jakarta and John lives in Santiago.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago
Jake lives in China, Joe lives in Warsaw, Sebastian lives in Jakarta and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki
Jake has a sister and now lives in China, Joe lives in Warsaw, Sebastian lives in Jakarta and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki
Jake has a sister, played basketball and now lives in China, Joe lives in Warsaw, Sebastian lives in Jakarta and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki
Jake has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Sebastian lives in Jakarta and Jack lives in Helsinki.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki
Joe lives in China, Daniel lives in Warsaw, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Paris
Joe has a sister and now lives in China, Daniel lives in Warsaw, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Paris
Joe has a sister, played basketball and now lives in China, Daniel lives in Warsaw, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Paris
Joe has a sister, played basketball, sang in a choir and now lives in China, Daniel lives in Warsaw, Jack lives in Jakarta and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Paris
Jake lives in Finland, Rowan lives in Santiago, Joe lives in Beijing and John lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris
Jake has a sister and now lives in Finland, Rowan lives in Santiago, Joe lives in Beijing and John lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris
Jake has a sister, played basketball and now lives in Finland, Rowan lives in Santiago, Joe lives in Beijing and John lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Santiago, Joe lives in Beijing and John lives in Paris.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris
Rowan lives in Finland, Joe lives in Santiago, Daniel lives in Beijing and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Beijing	Jakarta
Rowan has a sister and now lives in Finland, Joe lives in Santiago, Daniel lives in Beijing and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Beijing	Jakarta
Rowan has a sister, played basketball and now lives in Finland, Joe lives in Santiago, Daniel lives in Beijing and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Beijing	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Santiago, Daniel lives in Beijing and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Beijing	Jakarta
Daniel lives in Finland, Jake lives in Santiago, Jack lives in Beijing and Joe lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Santiago	Beijing	Warsaw
Daniel has a sister and now lives in Finland, Jake lives in Santiago, Jack lives in Beijing and Joe lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Santiago	Beijing	Warsaw
Daniel has a sister, played basketball and now lives in Finland, Jake lives in Santiago, Jack lives in Beijing and Joe lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Santiago	Beijing	Warsaw
Daniel has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Santiago, Jack lives in Beijing and Joe lives in Warsaw.	The capital of Daniel's country is [MASK].	Helsinki	Santiago	Beijing	Warsaw
Jack lives in Finland, Daniel lives in Santiago, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Santiago	Paris	Beijing
Jack has a sister and now lives in Finland, Daniel lives in Santiago, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Santiago	Paris	Beijing
Jack has a sister, played basketball and now lives in Finland, Daniel lives in Santiago, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Santiago	Paris	Beijing
Jack has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Santiago, Rowan lives in Paris and Jake lives in Beijing.	The capital of Jack's country is [MASK].	Helsinki	Santiago	Paris	Beijing
Rowan lives in Finland, Jake lives in Santiago, John lives in Paris and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Paris	Jakarta
Rowan has a sister and now lives in Finland, Jake lives in Santiago, John lives in Paris and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Paris	Jakarta
Rowan has a sister, played basketball and now lives in Finland, Jake lives in Santiago, John lives in Paris and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Paris	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Jake lives in Santiago, John lives in Paris and Sebastian lives in Jakarta.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Paris	Jakarta
Sebastian lives in Finland, John lives in Santiago, Joe lives in Paris and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Paris	Warsaw
Sebastian has a sister and now lives in Finland, John lives in Santiago, Joe lives in Paris and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Paris	Warsaw
Sebastian has a sister, played basketball and now lives in Finland, John lives in Santiago, Joe lives in Paris and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Paris	Warsaw
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, John lives in Santiago, Joe lives in Paris and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Paris	Warsaw
Rowan lives in Finland, Joe lives in Santiago, Sebastian lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Jakarta	Beijing
Rowan has a sister and now lives in Finland, Joe lives in Santiago, Sebastian lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Jakarta	Beijing
Rowan has a sister, played basketball and now lives in Finland, Joe lives in Santiago, Sebastian lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Jakarta	Beijing
Rowan has a sister, played basketball, sang in a choir and now lives in Finland, Joe lives in Santiago, Sebastian lives in Jakarta and John lives in Beijing.	The capital of Rowan's country is [MASK].	Helsinki	Santiago	Jakarta	Beijing
John lives in Finland, Rowan lives in Santiago, Joe lives in Jakarta and Sebastian lives in Paris.	The capital of John's country is [MASK].	Helsinki	Santiago	Jakarta	Paris
John has a sister and now lives in Finland, Rowan lives in Santiago, Joe lives in Jakarta and Sebastian lives in Paris.	The capital of John's country is [MASK].	Helsinki	Santiago	Jakarta	Paris
John has a sister, played basketball and now lives in Finland, Rowan lives in Santiago, Joe lives in Jakarta and Sebastian lives in Paris.	The capital of John's country is [MASK].	Helsinki	Santiago	Jakarta	Paris
John has a sister, played basketball, sang in a choir and now lives in Finland, Rowan lives in Santiago, Joe lives in Jakarta and Sebastian lives in Paris.	The capital of John's country is [MASK].	Helsinki	Santiago	Jakarta	Paris
Sebastian lives in Finland, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Jakarta	Warsaw
Sebastian has a sister and now lives in Finland, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Jakarta	Warsaw
Sebastian has a sister, played basketball and now lives in Finland, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Jakarta	Warsaw
Sebastian has a sister, played basketball, sang in a choir and now lives in Finland, Daniel lives in Santiago, Joe lives in Jakarta and Rowan lives in Warsaw.	The capital of Sebastian's country is [MASK].	Helsinki	Santiago	Jakarta	Warsaw
Daniel lives in Finland, Joe lives in Santiago, Sebastian lives in Warsaw and Jack lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Santiago	Warsaw	Beijing
Daniel has a sister and now lives in Finland, Joe lives in Santiago, Sebastian lives in Warsaw and Jack lives in Beijing.	The capital of Daniel's country is [MASK].	Helsinki	Santiago	Warsaw	Beijing
