context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4	attractor_5
Rowan lives in China, Jack lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Paris, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Santiago	Jakarta
Rowan has a sister and now lives in China, Jack lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Paris, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Santiago	Jakarta
Rowan has a sister, played basketball and now lives in China, Jack lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Paris, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Santiago	Jakarta
Rowan has a sister, played basketball, sang in a choir and now lives in China, Jack lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Paris, Jake lives in Santiago and Daniel lives in Jakarta.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Santiago	Jakarta
Joe lives in China, Rowan lives in Warsaw, Sebastian lives in Helsinki, Jake lives in Paris, Daniel lives in Jakarta and John lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta	Santiago
Joe has a sister and now lives in China, Rowan lives in Warsaw, Sebastian lives in Helsinki, Jake lives in Paris, Daniel lives in Jakarta and John lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta	Santiago
Joe has a sister, played basketball and now lives in China, Rowan lives in Warsaw, Sebastian lives in Helsinki, Jake lives in Paris, Daniel lives in Jakarta and John lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Sebastian lives in Helsinki, Jake lives in Paris, Daniel lives in Jakarta and John lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta	Santiago
Jack lives in China, Daniel lives in Warsaw, Rowan lives in Helsinki, Joe lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago	Paris
Jack has a sister and now lives in China, Daniel lives in Warsaw, Rowan lives in Helsinki, Joe lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago	Paris
Jack has a sister, played basketball and now lives in China, Daniel lives in Warsaw, Rowan lives in Helsinki, Joe lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago	Paris
Jack has a sister, played basketball, sang in a choir and now lives in China, Daniel lives in Warsaw, Rowan lives in Helsinki, Joe lives in Jakarta, Sebastian lives in Santiago and John lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago	Paris
Jack lives in China, Joe lives in Warsaw, Rowan lives in Helsinki, Jake lives in Jakarta, Sebastian lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris	Santiago
Jack has a sister and now lives in China, Joe lives in Warsaw, Rowan lives in Helsinki, Jake lives in Jakarta, Sebastian lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris	Santiago
Jack has a sister, played basketball and now lives in China, Joe lives in Warsaw, Rowan lives in Helsinki, Jake lives in Jakarta, Sebastian lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Rowan lives in Helsinki, Jake lives in Jakarta, Sebastian lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris	Santiago
John lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Santiago, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki	Jakarta
John has a sister and now lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Santiago, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki	Jakarta
John has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Santiago, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki	Jakarta
John has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Santiago, Rowan lives in Helsinki and Joe lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki	Jakarta
Joe lives in China, Sebastian lives in Warsaw, John lives in Paris, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta	Helsinki
Joe has a sister and now lives in China, Sebastian lives in Warsaw, John lives in Paris, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta	Helsinki
Joe has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, John lives in Paris, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, John lives in Paris, Jake lives in Santiago, Daniel lives in Jakarta and Jack lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta	Helsinki
Jake lives in China, Daniel lives in Warsaw, John lives in Paris, Jack lives in Helsinki, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago	Jakarta
Jake has a sister and now lives in China, Daniel lives in Warsaw, John lives in Paris, Jack lives in Helsinki, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago	Jakarta
Jake has a sister, played basketball and now lives in China, Daniel lives in Warsaw, John lives in Paris, Jack lives in Helsinki, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in China, Daniel lives in Warsaw, John lives in Paris, Jack lives in Helsinki, Sebastian lives in Santiago and Joe lives in Jakarta.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago	Jakarta
Joe lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Daniel lives in Helsinki, John lives in Jakarta and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta	Santiago
Joe has a sister and now lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Daniel lives in Helsinki, John lives in Jakarta and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta	Santiago
Joe has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Daniel lives in Helsinki, John lives in Jakarta and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta	Santiago
Joe has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Daniel lives in Helsinki, John lives in Jakarta and Jake lives in Santiago.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta	Santiago
Jack lives in China, Jake lives in Warsaw, Joe lives in Paris, Daniel lives in Jakarta, John lives in Santiago and Rowan lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago	Helsinki
Jack has a sister and now lives in China, Jake lives in Warsaw, Joe lives in Paris, Daniel lives in Jakarta, John lives in Santiago and Rowan lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago	Helsinki
Jack has a sister, played basketball and now lives in China, Jake lives in Warsaw, Joe lives in Paris, Daniel lives in Jakarta, John lives in Santiago and Rowan lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in China, Jake lives in Warsaw, Joe lives in Paris, Daniel lives in Jakarta, John lives in Santiago and Rowan lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago	Helsinki
Rowan lives in China, Sebastian lives in Warsaw, Joe lives in Paris, John lives in Jakarta, Jack lives in Helsinki and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki	Santiago
Rowan has a sister and now lives in China, Sebastian lives in Warsaw, Joe lives in Paris, John lives in Jakarta, Jack lives in Helsinki and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki	Santiago
Rowan has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, Joe lives in Paris, John lives in Jakarta, Jack lives in Helsinki and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, Joe lives in Paris, John lives in Jakarta, Jack lives in Helsinki and Daniel lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki	Santiago
Joe lives in China, Rowan lives in Warsaw, Jack lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Helsinki and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki	Paris
Joe has a sister and now lives in China, Rowan lives in Warsaw, Jack lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Helsinki and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki	Paris
Joe has a sister, played basketball and now lives in China, Rowan lives in Warsaw, Jack lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Helsinki and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki	Paris
Joe has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Jack lives in Jakarta, Sebastian lives in Santiago, Daniel lives in Helsinki and John lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki	Paris
Joe lives in China, Rowan lives in Warsaw, Daniel lives in Jakarta, Jack lives in Santiago, Sebastian lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris	Helsinki
Joe has a sister and now lives in China, Rowan lives in Warsaw, Daniel lives in Jakarta, Jack lives in Santiago, Sebastian lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris	Helsinki
Joe has a sister, played basketball and now lives in China, Rowan lives in Warsaw, Daniel lives in Jakarta, Jack lives in Santiago, Sebastian lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris	Helsinki
Joe has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Daniel lives in Jakarta, Jack lives in Santiago, Sebastian lives in Paris and Jake lives in Helsinki.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris	Helsinki
Joe lives in China, Jack lives in Warsaw, Daniel lives in Jakarta, Jake lives in Helsinki, Rowan lives in Santiago and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago	Paris
Joe has a sister and now lives in China, Jack lives in Warsaw, Daniel lives in Jakarta, Jake lives in Helsinki, Rowan lives in Santiago and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago	Paris
Joe has a sister, played basketball and now lives in China, Jack lives in Warsaw, Daniel lives in Jakarta, Jake lives in Helsinki, Rowan lives in Santiago and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago	Paris
Joe has a sister, played basketball, sang in a choir and now lives in China, Jack lives in Warsaw, Daniel lives in Jakarta, Jake lives in Helsinki, Rowan lives in Santiago and Sebastian lives in Paris.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago	Paris
Jack lives in China, Rowan lives in Warsaw, Sebastian lives in Jakarta, Daniel lives in Helsinki, John lives in Paris and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris	Santiago
Jack has a sister and now lives in China, Rowan lives in Warsaw, Sebastian lives in Jakarta, Daniel lives in Helsinki, John lives in Paris and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris	Santiago
Jack has a sister, played basketball and now lives in China, Rowan lives in Warsaw, Sebastian lives in Jakarta, Daniel lives in Helsinki, John lives in Paris and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Sebastian lives in Jakarta, Daniel lives in Helsinki, John lives in Paris and Jake lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris	Santiago
Sebastian lives in China, Joe lives in Warsaw, Jake lives in Jakarta, Rowan lives in Paris, John lives in Santiago and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago	Helsinki
Sebastian has a sister and now lives in China, Joe lives in Warsaw, Jake lives in Jakarta, Rowan lives in Paris, John lives in Santiago and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago	Helsinki
Sebastian has a sister, played basketball and now lives in China, Joe lives in Warsaw, Jake lives in Jakarta, Rowan lives in Paris, John lives in Santiago and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Jake lives in Jakarta, Rowan lives in Paris, John lives in Santiago and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago	Helsinki
