context	ending	target_occupation	attractor_1	attractor_2	attractor_3	attractor_4
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Joe lives in Helsinki, John lives in Paris and Jack lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Santiago
John lives in China, Jake lives in Warsaw, Jack lives in Helsinki, Sebastian lives in Paris and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta
John has a sister and now lives in China, Jake lives in Warsaw, Jack lives in Helsinki, Sebastian lives in Paris and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta
John has a sister, played basketball and now lives in China, Jake lives in Warsaw, Jack lives in Helsinki, Sebastian lives in Paris and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta
John has a sister, played basketball, sang in a choir and now lives in China, Jake lives in Warsaw, Jack lives in Helsinki, Sebastian lives in Paris and Daniel lives in Jakarta.	The capital of John's country is [MASK].	Beijing	Warsaw	Helsinki	Paris	Jakarta
Rowan lives in China, Jack lives in Warsaw, John lives in Helsinki, Sebastian lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago
Rowan has a sister and now lives in China, Jack lives in Warsaw, John lives in Helsinki, Sebastian lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago
Rowan has a sister, played basketball and now lives in China, Jack lives in Warsaw, John lives in Helsinki, Sebastian lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago
Rowan has a sister, played basketball, sang in a choir and now lives in China, Jack lives in Warsaw, John lives in Helsinki, Sebastian lives in Jakarta and Jake lives in Santiago.	The capital of Rowan's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Santiago
Jack lives in China, Daniel lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris
Jack has a sister and now lives in China, Daniel lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris
Jack has a sister, played basketball and now lives in China, Daniel lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris
Jack has a sister, played basketball, sang in a choir and now lives in China, Daniel lives in Warsaw, Sebastian lives in Helsinki, Joe lives in Jakarta and Rowan lives in Paris.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Helsinki	Jakarta	Paris
Jack lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki
Jack has a sister and now lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki
Jack has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki
Jack has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, Rowan lives in Paris, Jake lives in Santiago and Joe lives in Helsinki.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Helsinki
Sebastian lives in China, Rowan lives in Warsaw, Jack lives in Paris, John lives in Santiago and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta
Sebastian has a sister and now lives in China, Rowan lives in Warsaw, Jack lives in Paris, John lives in Santiago and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta
Sebastian has a sister, played basketball and now lives in China, Rowan lives in Warsaw, Jack lives in Paris, John lives in Santiago and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, Jack lives in Paris, John lives in Santiago and Joe lives in Jakarta.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Santiago	Jakarta
Sebastian lives in China, Jack lives in Warsaw, Daniel lives in Paris, Jake lives in Helsinki and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago
Sebastian has a sister and now lives in China, Jack lives in Warsaw, Daniel lives in Paris, Jake lives in Helsinki and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago
Sebastian has a sister, played basketball and now lives in China, Jack lives in Warsaw, Daniel lives in Paris, Jake lives in Helsinki and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Jack lives in Warsaw, Daniel lives in Paris, Jake lives in Helsinki and Rowan lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Santiago
Joe lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Helsinki and John lives in Jakarta.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta
Joe has a sister and now lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Helsinki and John lives in Jakarta.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta
Joe has a sister, played basketball and now lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Helsinki and John lives in Jakarta.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta
Joe has a sister, played basketball, sang in a choir and now lives in China, Sebastian lives in Warsaw, Jake lives in Paris, Jack lives in Helsinki and John lives in Jakarta.	The capital of Joe's country is [MASK].	Beijing	Warsaw	Paris	Helsinki	Jakarta
Sebastian lives in China, Joe lives in Warsaw, Rowan lives in Paris, Jake lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago
Sebastian has a sister and now lives in China, Joe lives in Warsaw, Rowan lives in Paris, Jake lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago
Sebastian has a sister, played basketball and now lives in China, Joe lives in Warsaw, Rowan lives in Paris, Jake lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Rowan lives in Paris, Jake lives in Jakarta and Daniel lives in Santiago.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Santiago
Sebastian lives in China, John lives in Warsaw, Daniel lives in Paris, Jake lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki
Sebastian has a sister and now lives in China, John lives in Warsaw, Daniel lives in Paris, Jake lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki
Sebastian has a sister, played basketball and now lives in China, John lives in Warsaw, Daniel lives in Paris, Jake lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in China, John lives in Warsaw, Daniel lives in Paris, Jake lives in Jakarta and Jack lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Paris	Jakarta	Helsinki
Sebastian lives in China, Rowan lives in Warsaw, John lives in Jakarta, Joe lives in Santiago and Daniel lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki
Sebastian has a sister and now lives in China, Rowan lives in Warsaw, John lives in Jakarta, Joe lives in Santiago and Daniel lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki
Sebastian has a sister, played basketball and now lives in China, Rowan lives in Warsaw, John lives in Jakarta, Joe lives in Santiago and Daniel lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Rowan lives in Warsaw, John lives in Jakarta, Joe lives in Santiago and Daniel lives in Helsinki.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Helsinki
Sebastian lives in China, Jake lives in Warsaw, Joe lives in Jakarta, Daniel lives in Santiago and John lives in Paris.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris
Sebastian has a sister and now lives in China, Jake lives in Warsaw, Joe lives in Jakarta, Daniel lives in Santiago and John lives in Paris.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris
Sebastian has a sister, played basketball and now lives in China, Jake lives in Warsaw, Joe lives in Jakarta, Daniel lives in Santiago and John lives in Paris.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris
Sebastian has a sister, played basketball, sang in a choir and now lives in China, Jake lives in Warsaw, Joe lives in Jakarta, Daniel lives in Santiago and John lives in Paris.	The capital of Sebastian's country is [MASK].	Beijing	Warsaw	Jakarta	Santiago	Paris
Jake lives in China, Jack lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Helsinki and John lives in Santiago.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago
Jake has a sister and now lives in China, Jack lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Helsinki and John lives in Santiago.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago
Jake has a sister, played basketball and now lives in China, Jack lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Helsinki and John lives in Santiago.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago
Jake has a sister, played basketball, sang in a choir and now lives in China, Jack lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Helsinki and John lives in Santiago.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Santiago
Jake lives in China, John lives in Warsaw, Sebastian lives in Jakarta, Jack lives in Helsinki and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris
Jake has a sister and now lives in China, John lives in Warsaw, Sebastian lives in Jakarta, Jack lives in Helsinki and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris
Jake has a sister, played basketball and now lives in China, John lives in Warsaw, Sebastian lives in Jakarta, Jack lives in Helsinki and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris
Jake has a sister, played basketball, sang in a choir and now lives in China, John lives in Warsaw, Sebastian lives in Jakarta, Jack lives in Helsinki and Rowan lives in Paris.	The capital of Jake's country is [MASK].	Beijing	Warsaw	Jakarta	Helsinki	Paris
Jack lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, John lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago
Jack has a sister and now lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, John lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago
Jack has a sister, played basketball and now lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, John lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago
Jack has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, John lives in Paris and Daniel lives in Santiago.	The capital of Jack's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Santiago
Daniel lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Paris and John lives in Helsinki.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Helsinki
Daniel has a sister and now lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Paris and John lives in Helsinki.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Helsinki
Daniel has a sister, played basketball and now lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Paris and John lives in Helsinki.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Helsinki
Daniel has a sister, played basketball, sang in a choir and now lives in China, Joe lives in Warsaw, Rowan lives in Jakarta, Sebastian lives in Paris and John lives in Helsinki.	The capital of Daniel's country is [MASK].	Beijing	Warsaw	Jakarta	Paris	Helsinki
Jake lives in Finland, Sebastian lives in Santiago, Jack lives in Beijing, Rowan lives in Paris and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris	Jakarta
Jake has a sister and now lives in Finland, Sebastian lives in Santiago, Jack lives in Beijing, Rowan lives in Paris and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris	Jakarta
Jake has a sister, played basketball and now lives in Finland, Sebastian lives in Santiago, Jack lives in Beijing, Rowan lives in Paris and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris	Jakarta
Jake has a sister, played basketball, sang in a choir and now lives in Finland, Sebastian lives in Santiago, Jack lives in Beijing, Rowan lives in Paris and Daniel lives in Jakarta.	The capital of Jake's country is [MASK].	Helsinki	Santiago	Beijing	Paris	Jakarta
